Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,places_visited
"NO.28, CHURCH STREET, FORT, GALLE

",255,9/1/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",304 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT, GALLE

",255,9/2/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",305 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT, GALLE

",255,9/3/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",306 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT, GALLE

",255,9/4/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",307 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.28, CHURCH STREET, FORT, GALLE

",255,9/5/2018,7.1,GALLE FORT HOTEL,Indian,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,33,5,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",308 days,48.2037451,16.3356767,"[Galle Dutch Fort,Dutch Reformed Church,Maritime Museum,National Museum Galle,Jungle Beach]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/7/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",109 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/8/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",110 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/9/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",111 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/10/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",112 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/11/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",113 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/12/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",114 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/13/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",115 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/14/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",116 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/15/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",117 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/16/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",118 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/17/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",119 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/18/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",120 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/19/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",121 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/20/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",122 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/21/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",123 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/22/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",124 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/23/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",125 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/24/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",126 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/25/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",127 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/26/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",128 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/27/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",129 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/28/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",130 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/29/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",131 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,9/30/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",132 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/1/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",133 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/2/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",134 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/3/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",135 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/4/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",136 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/5/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",137 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/6/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",138 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/7/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",139 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/8/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",140 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/9/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",141 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/10/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",142 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/11/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",143 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/12/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",144 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/13/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",145 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/14/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",146 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/15/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",147 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/16/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",148 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/17/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",149 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/18/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",150 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/19/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",151 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/20/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",152 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/21/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",153 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/22/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",154 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/23/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",155 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/24/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",156 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/25/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",157 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/26/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",158 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
"NO.65, ROSMEAD PLACE, COLOMBO 07

",255,10/27/2018,9.1,PARADISE ROAD TINTAGEL COLOMBO,Spanish,No Negative,0,630, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,4,7,8,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",159 days,48.2037451,16.3356767,"[Gangaramaya Temple,Independence Square,Colombo Lotus Tower,Colombo National Museum,Old Parliament Building]"
